,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo,all-mpnet-base-v2 hdbscan_manual,all-MiniLM-L12-v2 hdbscan_manual,All-Distilroberta-v1 hdbscan_manual
151,151,He's insulting me.,"mind reading,labeling,negative feeling or emotion,all-or-nothing thinking,personalizing",he insulting,3.917293,6.348226,3.917293,6.348226,3.917293,6.348226,1,16,3,0,2,1,-1,8,1
152,152,My husband was being a jerk and not listening to me.,personalizing,husband jerk listening,3.097196,7.3727674,3.097196,7.3727674,3.097196,7.3727674,1,16,17,0,2,1,4,8,1
153,153,Does he not care what I am saying?,"overgeneralizing,personalizing,blaming",care saying,3.6686876,6.483215,3.6686876,6.483215,3.6686876,6.483215,1,16,3,0,2,1,4,8,1
154,154,What am I doing to deserve this?,emotional reasoning,deserve,6.8529043,6.2935834,6.8529043,6.2935834,6.8529043,6.2935834,0,8,2,1,0,2,-1,-1,1
155,155,I am the worst daughter in the world.,"labeling,all-or-nothing thinking,negative feeling or emotion",worst daughter world,4.3152423,8.085648,4.3152423,8.085648,4.3152423,8.085648,14,12,9,1,2,2,5,17,1
156,156,I will be stuck in middle-management for the remainder of my career.,"catastrophizing,overgeneralizing,negative feeling or emotion",stuck middlemanagement remainder career,9.000717,9.529306,9.000717,9.529306,9.000717,9.529306,5,7,1,1,0,0,10,26,1
157,157,He is going to hurt me,catastrophizing,going hurt,3.3667314,6.4541774,3.3667314,6.4541774,3.3667314,6.4541774,1,16,3,0,2,1,4,8,1
158,158,Why are my friends treating me so harshly?,"negative feeling or emotion,blaming",friend treating harshly,5.53818,5.890916,5.53818,5.890916,5.53818,5.890916,17,10,7,0,0,3,7,-1,1
159,159,I don't make a memorable impression on people.,labeling,dont make memorable impression people,6.5587463,6.840749,6.5587463,6.840749,6.5587463,6.840749,17,10,7,2,0,3,-1,16,1
160,160,I feel so anxious maybe I left something turned on in the kitchen,should statements,feel anxious maybe left something turned kitchen,5.068496,9.712529,5.068496,9.712529,5.068496,9.712529,12,9,13,1,3,3,2,0,2
161,161,I worry too much,negative feeling or emotion,worry much,7.25628,6.967326,7.25628,6.967326,7.25628,6.967326,6,15,14,2,1,2,-1,25,1
162,162,The kids will never settle down.,fortune telling,kid never settle,4.599998,7.938367,4.599998,7.938367,4.599998,7.938367,14,7,1,1,0,0,5,26,1
163,163,There will never be enough time to get everything done,"all-or-nothing thinking,catastrophizing,blaming",never enough time get everything done,8.1806345,7.650591,8.1806345,7.650591,8.1806345,7.650591,15,17,6,2,2,0,14,34,1
164,164,I can't be a mother,emotional reasoning,cant mother,4.3520417,8.263475,4.3520417,8.263475,4.3520417,8.263475,14,12,9,1,2,2,5,17,1
165,165,I am manipulative,labeling,manipulative,6.6609344,5.2026854,6.6609344,5.2026854,6.6609344,5.2026854,11,4,0,0,0,2,-1,11,-1
166,166,I can't stop cutting myself,negative feeling or emotion,cant stop cutting,8.578511,4.7050433,8.578511,4.7050433,8.578511,4.7050433,2,11,14,2,1,2,7,-1,1
167,167,"He's a nice guy, but I don't want to be friends with him any more as he's putting no effort into not being completely boring.",labeling,he nice guy dont want friend he putting effort completely boring,3.5283527,5.8783126,3.5283527,5.8783126,3.5283527,5.8783126,1,16,3,0,0,1,4,8,1
168,168,I never do anything right,overgeneralizing,never anything right,7.73666,6.8531976,7.73666,6.8531976,7.73666,6.8531976,15,17,4,2,1,4,-1,23,1
169,169,This shows what a jerk I am,labeling,show jerk,7.1976566,7.5446663,7.1976566,7.5446663,7.1976566,7.5446663,7,3,6,1,2,0,12,-1,-1
170,170,I can't bring myself to be motivated.,all-or-nothing thinking,cant bring motivated,9.108378,6.406892,9.108378,6.406892,9.108378,6.406892,15,2,10,2,1,4,-1,28,-1
171,171,I might never get hired.,catastrophizing,might never get hired,9.090846,9.581827,9.090846,9.581827,9.090846,9.581827,5,7,1,1,0,0,10,26,1
172,172,I will lose my job eventually.,catastrophizing,lose job eventually,9.148189,9.663706,9.148189,9.663706,9.148189,9.663706,5,7,1,1,0,0,10,26,1
173,173,Other people are probably doing it better than me.,comparing and despairing,people probably better,8.684181,7.352162,8.684181,7.352162,8.684181,7.352162,15,17,4,2,2,0,14,-1,1
174,174,Am I insane?,labeling,insane,8.388904,4.3288226,8.388904,4.3288226,8.388904,4.3288226,6,11,14,2,1,2,7,29,1
175,175,I'm so behind and i'm so afraid of the terrible grades I will recieve. I can't do anything right,negative feeling or emotion,im behind im afraid terrible grade recieve cant anything right,9.868818,7.585282,9.868818,7.585282,9.868818,7.585282,8,5,12,2,3,0,15,7,1
176,176,I feel like I will never be loved in a romantic way because I am not very pretty,emotional reasoning,feel like never loved romantic way pretty,6.213677,4.125043,6.213677,4.125043,6.213677,4.125043,4,8,16,0,0,2,7,11,1
177,177,I'm afraid she's going to die soon.,catastrophizing,im afraid shes going die soon,5.1814604,6.722122,5.1814604,6.722122,5.1814604,6.722122,6,15,0,1,1,2,6,25,1
178,178,after 30 years since I first started learning how to cook I am still ruining meals.,"disqualifying the positive,negative feeling or emotion,magnification",year since first started learning cook still ruining meal,5.1608057,9.313159,5.1608057,9.313159,5.1608057,9.313159,12,9,13,1,3,3,2,2,2
179,179,I am undesirable,"labeling,negative feeling or emotion,all-or-nothing thinking,overgeneralizing",undesirable,6.679385,4.919219,6.679385,4.919219,6.679385,4.919219,11,8,16,0,0,2,7,11,1
180,180,I made my sister sad,"mind reading,personalizing,overgeneralizing",made sister sad,4.5827894,7.1699986,4.5827894,7.1699986,4.5827894,7.1699986,3,13,15,0,2,1,3,19,1
181,181,My co-worker is better than me.,"comparing and despairing,personalizing",coworker better,7.8266068,9.109138,7.8266068,9.109138,7.8266068,9.109138,16,10,5,1,2,0,9,-1,-1
182,182,My parents are judging me,emotional reasoning,parent judging,5.8173018,6.476007,5.8173018,6.476007,5.8173018,6.476007,17,6,7,0,2,3,7,20,1
183,183,"what if i have nothing to say, what if we don't click anymore, what if this goes badly.",fortune telling,nothing say dont click anymore go badly,4.915918,4.3958044,4.915918,4.3958044,4.915918,4.3958044,10,10,7,0,0,3,-1,-1,1
184,184,I'm going to have to endure some physical and financial pain.,catastrophizing,im going endure physical financial pain,9.557855,9.734958,9.557855,9.734958,9.557855,9.734958,7,7,1,1,0,0,-1,25,1
185,185,I feel guilty,emotional reasoning,feel guilty,7.2326045,6.392878,7.2326045,6.392878,7.2326045,6.392878,0,15,9,2,2,2,-1,-1,1
186,186,I must not have been doing a good job,negative feeling or emotion,must good job,6.9584894,8.5613785,6.9584894,8.5613785,6.9584894,8.5613785,16,3,12,1,2,0,-1,5,1
187,187,This work is a failure,all-or-nothing thinking,work failure,8.108884,7.601097,8.108884,7.601097,8.108884,7.601097,15,14,4,1,1,0,-1,22,1
188,188,I am incapable of doing anything right.,"all-or-nothing thinking,labeling",incapable anything right,7.741213,6.6605663,7.741213,6.6605663,7.741213,6.6605663,15,17,4,2,1,4,-1,23,1
189,189,I'm feeling sad,negative feeling or emotion,im feeling sad,8.071588,6.042008,8.071588,6.042008,8.071588,6.042008,11,15,14,2,1,2,-1,13,1
190,190,he didn't respect our initial commitment,negative feeling or emotion,didnt respect initial commitment,3.4267597,6.918164,3.4267597,6.918164,3.4267597,6.918164,1,16,17,0,2,1,4,8,1
191,191,"If I text my boyfriend too much, he will get bored of me.",fortune telling,text boyfriend much get bored,3.1675522,5.974089,3.1675522,5.974089,3.1675522,5.974089,1,16,3,0,0,1,4,8,1
192,192,I'm really bad at everything I do.,"all-or-nothing thinking,labeling",im really bad everything,8.8655615,7.1789436,8.8655615,7.1789436,8.8655615,7.1789436,8,17,4,2,1,4,-1,22,1
193,193,He doesn't think that I'm capable of watching the kids and cleaning the kitchen at the same time.,none,doesnt think im capable watching kid cleaning kitchen time,3.1603737,7.242029,3.1603737,7.242029,3.1603737,7.242029,1,12,17,0,2,1,4,-1,1
194,194,I thought he was cheating on me,mind reading,thought cheating,2.8581054,6.2419004,2.8581054,6.2419004,2.8581054,6.2419004,1,16,17,0,0,1,4,8,1
195,195,I am so angry that he is such a hypocrite. He doesn't realize he is guilty of the same things he explodes about.,negative feeling or emotion,angry hypocrite doesnt realize guilty thing explodes,3.7615964,7.131253,3.7615964,7.131253,3.7615964,7.131253,1,16,17,0,2,1,4,8,1
196,196,Never finding love,all-or-nothing thinking,never finding love,6.003082,4.2727957,6.003082,4.2727957,6.003082,4.2727957,4,8,16,0,0,2,7,12,1
197,197,Am I doing enough,"negative feeling or emotion,magnification",enough,8.54981,6.842689,8.54981,6.842689,8.54981,6.842689,15,17,4,2,1,4,-1,-1,1
198,198,she doesnt want to share things with me,overgeneralizing,doesnt want share thing,3.8593926,5.3524685,3.8593926,5.3524685,3.8593926,5.3524685,13,1,8,0,4,1,3,8,1
199,199,"If I cannot control her now, I have lost her perhaps forever","overgeneralizing,catastrophizing",cannot control lost perhaps forever,4.3900113,5.0679965,4.3900113,5.0679965,4.3900113,5.0679965,13,1,8,0,4,1,3,8,1
200,200,She ruined my project,blaming,ruined project,4.6305876,5.871311,4.6305876,5.871311,4.6305876,5.871311,3,13,15,0,4,1,-1,-1,1
201,201,worry about a disabled family member,negative feeling or emotion,worry disabled family member,5.2289906,7.0385017,5.2289906,7.0385017,5.2289906,7.0385017,14,12,0,1,2,2,6,-1,1
202,202,I can't do anything right. I am a disappointment.,fortune telling,cant anything right disappointment,7.8690634,6.844031,7.8690634,6.844031,7.8690634,6.844031,15,17,4,2,1,4,-1,23,1
203,203,I'm worried about my future,fortune telling,im worried future,9.319473,6.9800296,9.319473,6.9800296,9.319473,6.9800296,6,15,14,2,1,2,-1,25,1
204,204,My partner will leave me if my depression doesn't go away soon.,fortune telling,partner leave depression doesnt go away soon,4.9735994,4.5806355,4.9735994,4.5806355,4.9735994,4.5806355,10,16,0,0,0,2,3,8,1
205,205,I get upset when people cant keep there promises. The plans he made were not that critical. Why put me in a tough bind,"blaming,personalizing,negative feeling or emotion",get upset people cant keep promise plan made critical put tough bind,3.4060996,6.936871,3.4060996,6.936871,3.4060996,6.936871,1,16,17,0,2,1,4,8,1
206,206,He only cares about himself.,"disqualifying the positive,overgeneralizing",care,3.771316,6.93747,3.771316,6.93747,3.771316,6.93747,1,16,11,0,0,3,4,-1,1
207,207,I'm completely self-centered and thoughtless,all-or-nothing thinking,im completely selfcentered thoughtless,7.2226796,5.2451134,7.2226796,5.2451134,7.2226796,5.2451134,11,11,2,2,1,2,7,-1,1
208,208,I'm self-centered,labeling,im selfcentered,7.1054626,5.240894,7.1054626,5.240894,7.1054626,5.240894,11,11,2,2,1,2,7,-1,1
209,209,I bet all my friends will be amazing at bowling apart from me,mind reading,bet friend amazing bowling apart,9.576653,6.8210473,9.576653,6.8210473,9.576653,6.8210473,8,10,7,2,0,3,-1,16,1
210,210,My girlfriend is hiding something from me.,emotional reasoning,girlfriend hiding something,3.7757673,5.0927954,3.7757673,5.0927954,3.7757673,5.0927954,13,1,8,0,4,1,3,8,1
211,211,This is going to cause us to break up.,catastrophizing,going cause u break,4.292619,4.693054,4.292619,4.693054,4.292619,4.693054,13,1,8,0,4,1,3,8,1
212,212,My girlfriend will leave me.,"fortune telling,catastrophizing,mind reading",girlfriend leave,4.205292,4.7015367,4.205292,4.7015367,4.205292,4.7015367,13,1,8,0,4,1,3,8,1
213,213,I'm not attractive enough.,"mind reading,personalizing",im attractive enough,6.1216516,4.179627,6.1216516,4.179627,6.1216516,4.179627,4,8,16,0,0,3,7,11,1
214,214,She didn't like me anymore.,"mind reading,negative feeling or emotion,all-or-nothing thinking,overgeneralizing,labeling,fortune telling,personalizing",didnt like anymore,4.071071,5.339944,4.071071,5.339944,4.071071,5.339944,13,1,8,0,4,1,3,8,1
215,215,Why can't I have fun? Why must I stay home all the time?,"overgeneralizing,personalizing",cant fun must stay home time,5.653732,4.9382105,5.653732,4.9382105,5.653732,4.9382105,2,8,0,2,0,2,-1,4,1
216,216,I am scared my girlfriend is going to break up with me because I dont do much for her.,all-or-nothing thinking,scared girlfriend going break dont much,3.8728492,4.8656044,3.8728492,4.8656044,3.8728492,4.8656044,13,1,8,0,4,1,3,8,1
217,217,I am scared something bad will happen to the people I love,"catastrophizing,fortune telling",scared something bad happen people love,6.525624,6.69326,6.525624,6.69326,6.525624,6.69326,6,15,0,2,1,2,6,25,1
218,218,I'm scared of losing loved ones,catastrophizing,im scared losing loved one,6.424942,6.663731,6.424942,6.663731,6.424942,6.663731,6,15,0,2,1,2,6,25,1
219,219,I've been practicing but I'm not making any progress,all-or-nothing thinking,ive practicing im making progress,8.929825,7.0861983,8.929825,7.0861983,8.929825,7.0861983,15,14,4,2,1,4,14,23,1
220,220,they are saying things in front of me that they don't want me to know or understand,"negative feeling or emotion,overgeneralizing",saying thing front dont want know understand,5.6874743,6.1367273,5.6874743,6.1367273,5.6874743,6.1367273,17,10,7,0,0,3,7,14,1
221,221,I do so much around here and you are harping about the cutting board?,blaming,much around harping cutting board,4.9153833,9.213545,4.9153833,9.213545,4.9153833,9.213545,12,9,4,1,3,0,2,-1,1
222,222,The thought that he does not care about me anymore.,"mind reading,overgeneralizing,catastrophizing",thought care anymore,3.0080884,6.802784,3.0080884,6.802784,3.0080884,6.802784,1,16,17,0,2,1,4,8,1
223,223,I don't know why I keep trying. I should just give up. Surrender. Sleep forever.,catastrophizing,dont know keep trying give surrender sleep forever,8.939294,6.423621,8.939294,6.423621,8.939294,6.423621,15,2,10,2,1,4,14,28,1
224,224,My husband doesn't want to spend time with me.,"mind reading,overgeneralizing",husband doesnt want spend time,2.978936,7.108117,2.978936,7.108117,2.978936,7.108117,1,16,17,0,2,1,4,8,1
225,225,"Worthlessness, abandonment, grief",negative feeling or emotion,worthlessness abandonment grief,7.832482,5.1865516,7.832482,5.1865516,7.832482,5.1865516,2,2,14,2,1,2,7,28,1
226,226,I would not find a job,disqualifying the positive,would find job,9.149127,9.63221,9.149127,9.63221,9.149127,9.63221,5,7,1,1,0,0,10,26,1
227,227,What if I never see her again?,catastrophizing,never see,4.278927,4.837874,4.278927,4.837874,4.278927,4.837874,13,1,8,0,4,1,3,8,1
228,228,I deserve more than the other co-worker to get more responsibilities.,personalizing,deserve coworker get responsibility,7.65835,9.259601,7.65835,9.259601,7.65835,9.259601,16,3,5,1,2,0,9,24,1
229,229,frustration,disqualifying the positive,frustration,7.5489964,5.765725,7.5489964,5.765725,7.5489964,5.765725,11,2,4,2,1,0,-1,28,1
230,230,They are so wrong and I'm so pissed but I know I can't prove it and they will probably win because they won't ever admit it and I have to do something right NOW! or I might lose my dogs.,catastrophizing,wrong im pissed know cant prove probably win wont ever admit something right might lose dog,5.893454,7.0295,5.893454,7.0295,5.893454,7.0295,17,10,11,1,2,3,-1,14,1
231,231,I did something wrong,mind reading,something wrong,6.7346606,8.196684,6.7346606,8.196684,6.7346606,8.196684,0,0,6,1,2,0,13,31,1
232,232,I wanted her to pay attention and not interrupt me.,personalizing,wanted pay attention interrupt,4.143762,5.9909286,4.143762,5.9909286,4.143762,5.9909286,13,1,8,0,4,1,3,8,1
233,233,I don’t feel like I’m worth it.,"all-or-nothing thinking,magnification",dont feel like im worth,8.2428665,5.584531,8.2428665,5.584531,8.2428665,5.584531,2,2,2,2,1,2,7,28,1
234,234,I don't matter.,"all-or-nothing thinking,labeling,negative feeling or emotion",dont matter,6.6861897,5.22685,6.6861897,5.22685,6.6861897,5.22685,10,4,2,0,0,2,7,9,1
235,235,My sister in law thinks I am worthless,"mind reading,negative feeling or emotion",sister law think worthless,4.4270253,6.626596,4.4270253,6.626596,4.4270253,6.626596,3,13,15,0,2,1,3,19,1
236,236,I hate myself and im a fat pig,comparing and despairing,hate im fat pig,7.6486144,5.017493,7.6486144,5.017493,7.6486144,5.017493,2,4,14,2,1,2,7,32,-1
237,237,I was not a good enough sister,"labeling,overgeneralizing",good enough sister,4.461118,7.282504,4.461118,7.282504,4.461118,7.282504,3,13,15,1,2,1,3,19,1
238,238,I'm a bad mom,labeling,im bad mom,4.2984653,8.242414,4.2984653,8.242414,4.2984653,8.242414,14,12,9,1,2,2,5,17,1
239,239,He might hit me,none,might hit,3.2941546,6.3636518,3.2941546,6.3636518,3.2941546,6.3636518,1,16,3,0,2,1,4,8,1
240,240,I am not good enough for him.,"labeling,all-or-nothing thinking,negative feeling or emotion,overgeneralizing,mind reading,personalizing,catastrophizing",good enough,3.1259465,6.4934382,3.1259465,6.4934382,3.1259465,6.4934382,1,16,3,0,2,1,4,-1,-1
241,241,"I feel horrible about it, I must be a bad parent",emotional reasoning,feel horrible must bad parent,4.346782,8.115319,4.346782,8.115319,4.346782,8.115319,14,12,9,1,2,2,5,17,1
242,242,The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle.,mind reading,anger felt member family like refused let know beloved uncle,4.929179,7.3207517,4.929179,7.3207517,4.929179,7.3207517,3,13,15,1,2,1,3,18,1
243,243,She doesn't trust me.,mind reading,doesnt trust,3.8693972,5.284069,3.8693972,5.284069,3.8693972,5.284069,13,1,8,0,4,1,3,8,1
244,244,Am I not worth her time?,all-or-nothing thinking,worth time,3.9464016,5.0449805,3.9464016,5.0449805,3.9464016,5.0449805,13,1,8,0,4,1,3,8,1
245,245,I'm going to be alone,catastrophizing,im going alone,5.46759,4.412213,5.46759,4.412213,5.46759,4.412213,4,8,16,0,0,2,-1,12,1
246,246,i was letting her down and she felt pressured by my actions,mind reading,letting felt pressured action,4.1179066,5.2489505,4.1179066,5.2489505,4.1179066,5.2489505,13,1,8,0,4,1,3,8,1
247,247,"I'm busy doing something else, it's not like I haven't tried to get to that chore!","negative feeling or emotion,emotional reasoning,blaming",im busy something else like havent tried get chore,8.064555,8.283231,8.064555,8.283231,8.064555,8.283231,7,17,6,2,2,0,-1,-1,1
