,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 hdbscan_bayesian_optimisation,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 hdbscan_bayesian_optimisation,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 hdbscan_bayesian_optimisation,All-Distilroberta-v1 x,All-Distilroberta-v1 y
178,178,after 30 years since I first started learning how to cook I am still ruining meals.,"disqualifying the positive,negative feeling or emotion,magnification",year since first started learning cook still ruining meal,2,5.1608057,9.313159,2,9.94416,7.323846,2,2.7227778,8.896009
179,179,I am undesirable,"labeling,negative feeling or emotion,all-or-nothing thinking,overgeneralizing",undesirable,3,6.679385,4.919219,3,5.62171,8.21643,2,2.7779791,5.499314
180,180,I made my sister sad,"mind reading,personalizing,overgeneralizing",made sister sad,3,4.5827894,7.1699986,3,5.6476493,6.3734207,2,0.73879504,6.078568
181,181,My co-worker is better than me.,"comparing and despairing,personalizing",coworker better,3,7.8266068,9.109138,3,6.418082,10.958875,2,3.8163712,6.787253
182,182,My parents are judging me,emotional reasoning,parent judging,3,5.8173018,6.476007,3,5.9298186,7.2510433,2,1.8906413,6.0107846
183,183,"what if i have nothing to say, what if we don't click anymore, what if this goes badly.",fortune telling,nothing say dont click anymore go badly,3,4.915918,4.3958044,3,5.3036246,9.291875,2,2.545691,6.216888
184,184,I'm going to have to endure some physical and financial pain.,catastrophizing,im going endure physical financial pain,3,9.557855,9.734958,3,9.089036,10.406567,2,5.1959443,3.9413764
185,185,I feel guilty,emotional reasoning,feel guilty,3,7.2326045,6.392878,3,7.2778516,8.688041,2,1.5885943,4.934901
186,186,I must not have been doing a good job,negative feeling or emotion,must good job,3,6.9584894,8.5613785,3,8.213851,11.15344,2,5.571057,6.5411625
187,187,This work is a failure,all-or-nothing thinking,work failure,3,8.108884,7.601097,3,8.655957,8.740786,2,5.1132603,6.116521
188,188,I am incapable of doing anything right.,"all-or-nothing thinking,labeling",incapable anything right,3,7.741213,6.6605663,3,8.34503,9.616956,2,4.4980016,5.4410553
189,189,I'm feeling sad,negative feeling or emotion,im feeling sad,3,8.071588,6.042008,3,7.4302063,8.3070135,2,2.9533892,4.298433
190,190,he didn't respect our initial commitment,negative feeling or emotion,didnt respect initial commitment,3,3.4267597,6.918164,3,3.1280432,8.442077,2,0.5257232,8.017579
191,191,"If I text my boyfriend too much, he will get bored of me.",fortune telling,text boyfriend much get bored,3,3.1675522,5.974089,3,3.355749,9.099889,2,-0.012203831,7.806861
192,192,I'm really bad at everything I do.,"all-or-nothing thinking,labeling",im really bad everything,3,8.8655615,7.1789436,3,8.258827,9.205229,2,4.6043525,5.7854805
193,193,He doesn't think that I'm capable of watching the kids and cleaning the kitchen at the same time.,none,doesnt think im capable watching kid cleaning kitchen time,3,3.1603737,7.242029,3,6.337639,5.9850335,2,0.47107401,8.331996
194,194,I thought he was cheating on me,mind reading,thought cheating,3,2.8581054,6.2419004,3,3.0960188,8.552551,2,0.16305767,7.9423246
195,195,I am so angry that he is such a hypocrite. He doesn't realize he is guilty of the same things he explodes about.,negative feeling or emotion,angry hypocrite doesnt realize guilty thing explodes,3,3.7615964,7.131253,3,3.817087,8.43329,2,0.67480296,8.059395
196,196,Never finding love,all-or-nothing thinking,never finding love,3,6.003082,4.2727957,3,4.780198,7.8773255,2,3.1790628,5.2805147
197,197,Am I doing enough,"negative feeling or emotion,magnification",enough,3,8.54981,6.842689,3,8.139831,8.615567,2,3.934129,5.343984
198,198,she doesnt want to share things with me,overgeneralizing,doesnt want share thing,3,3.8593926,5.3524685,3,4.323392,6.4221625,2,-0.35069755,6.542338
199,199,"If I cannot control her now, I have lost her perhaps forever","overgeneralizing,catastrophizing",cannot control lost perhaps forever,3,4.3900113,5.0679965,3,4.4541903,6.5148687,2,-0.3060238,5.910681
200,200,She ruined my project,blaming,ruined project,3,4.6305876,5.871311,3,4.8009276,6.242039,2,0.38369963,6.607969
201,201,worry about a disabled family member,negative feeling or emotion,worry disabled family member,3,5.2289906,7.0385017,3,6.509966,6.134432,2,1.638611,3.8824134
202,202,I can't do anything right. I am a disappointment.,fortune telling,cant anything right disappointment,3,7.8690634,6.844031,3,8.249136,9.444644,2,4.5533876,5.2793593
203,203,I'm worried about my future,fortune telling,im worried future,3,9.319473,6.9800296,3,8.415926,6.8562365,2,2.1915922,3.6869602
204,204,My partner will leave me if my depression doesn't go away soon.,fortune telling,partner leave depression doesnt go away soon,3,4.9735994,4.5806355,3,3.862567,7.5289655,2,0.23757266,5.257295
205,205,I get upset when people cant keep there promises. The plans he made were not that critical. Why put me in a tough bind,"blaming,personalizing,negative feeling or emotion",get upset people cant keep promise plan made critical put tough bind,3,3.4060996,6.936871,3,3.1525338,8.4756775,2,0.63410336,8.011325
206,206,He only cares about himself.,"disqualifying the positive,overgeneralizing",care,3,3.771316,6.93747,3,3.8270504,8.447307,2,1.2529058,7.516472
207,207,I'm completely self-centered and thoughtless,all-or-nothing thinking,im completely selfcentered thoughtless,3,7.2226796,5.2451134,-1,6.3390074,7.6573496,2,2.5073159,5.2354045
208,208,I'm self-centered,labeling,im selfcentered,3,7.1054626,5.240894,-1,6.30144,7.6829085,2,2.2853692,5.3445783
209,209,I bet all my friends will be amazing at bowling apart from me,mind reading,bet friend amazing bowling apart,3,9.576653,6.8210473,3,4.958024,10.039291,2,3.4919157,6.7751374
210,210,My girlfriend is hiding something from me.,emotional reasoning,girlfriend hiding something,3,3.7757673,5.0927954,3,4.062497,6.428655,2,-0.7287332,6.372234
211,211,This is going to cause us to break up.,catastrophizing,going cause u break,3,4.292619,4.693054,3,3.7175424,7.2498784,2,-0.87380946,6.1095214
212,212,My girlfriend will leave me.,"fortune telling,catastrophizing,mind reading",girlfriend leave,3,4.205292,4.7015367,3,3.8763938,7.030946,2,-0.6273065,6.0117326
213,213,I'm not attractive enough.,"mind reading,personalizing",im attractive enough,3,6.1216516,4.179627,3,5.326931,7.897786,2,3.1877306,5.6690187
214,214,She didn't like me anymore.,"mind reading,negative feeling or emotion,all-or-nothing thinking,overgeneralizing,labeling,fortune telling,personalizing",didnt like anymore,3,4.071071,5.339944,3,4.2532244,6.8758893,2,-0.26529703,6.6846733
215,215,Why can't I have fun? Why must I stay home all the time?,"overgeneralizing,personalizing",cant fun must stay home time,3,5.653732,4.9382105,3,4.7844825,8.5382185,2,2.1825945,4.931546
216,216,I am scared my girlfriend is going to break up with me because I dont do much for her.,all-or-nothing thinking,scared girlfriend going break dont much,3,3.8728492,4.8656044,3,3.7034245,6.6831756,2,-0.8326056,6.21419
217,217,I am scared something bad will happen to the people I love,"catastrophizing,fortune telling",scared something bad happen people love,3,6.525624,6.69326,3,8.153453,6.629093,2,1.9486772,3.8626034
218,218,I'm scared of losing loved ones,catastrophizing,im scared losing loved one,3,6.424942,6.663731,3,7.470789,6.4998155,2,1.9092188,3.9308705
219,219,I've been practicing but I'm not making any progress,all-or-nothing thinking,ive practicing im making progress,3,8.929825,7.0861983,3,8.38294,8.737045,2,4.4864364,5.49398
220,220,they are saying things in front of me that they don't want me to know or understand,"negative feeling or emotion,overgeneralizing",saying thing front dont want know understand,3,5.6874743,6.1367273,3,5.5738893,8.864236,2,2.3727214,6.7207355
221,221,I do so much around here and you are harping about the cutting board?,blaming,much around harping cutting board,2,4.9153833,9.213545,3,9.689049,7.3945823,2,1.9324833,8.577835
222,222,The thought that he does not care about me anymore.,"mind reading,overgeneralizing,catastrophizing",thought care anymore,3,3.0080884,6.802784,3,3.2285938,8.396052,2,0.02636512,7.794539
223,223,I don't know why I keep trying. I should just give up. Surrender. Sleep forever.,catastrophizing,dont know keep trying give surrender sleep forever,3,8.939294,6.423621,3,7.940568,7.841306,2,4.0994363,4.5453067
224,224,My husband doesn't want to spend time with me.,"mind reading,overgeneralizing",husband doesnt want spend time,3,2.978936,7.108117,3,3.3087735,8.211639,2,0.26503974,8.113307
225,225,"Worthlessness, abandonment, grief",negative feeling or emotion,worthlessness abandonment grief,3,7.832482,5.1865516,3,7.104958,7.8385878,2,2.5444207,4.3864765
226,226,I would not find a job,disqualifying the positive,would find job,3,9.149127,9.63221,3,9.062379,11.188087,2,5.6850486,4.3001537
227,227,What if I never see her again?,catastrophizing,never see,3,4.278927,4.837874,3,4.0843196,6.5604806,2,-0.5338755,6.133549
228,228,I deserve more than the other co-worker to get more responsibilities.,personalizing,deserve coworker get responsibility,3,7.65835,9.259601,3,6.910514,11.129166,2,3.9221184,6.7147255
229,229,frustration,disqualifying the positive,frustration,3,7.5489964,5.765725,3,8.007206,8.07723,2,4.0294576,5.241199
230,230,They are so wrong and I'm so pissed but I know I can't prove it and they will probably win because they won't ever admit it and I have to do something right NOW! or I might lose my dogs.,catastrophizing,wrong im pissed know cant prove probably win wont ever admit something right might lose dog,3,5.893454,7.0295,3,5.755137,8.829689,2,2.38852,7.3783236
231,231,I did something wrong,mind reading,something wrong,3,6.7346606,8.196684,3,8.256345,9.320633,2,4.7616954,6.9915147
232,232,I wanted her to pay attention and not interrupt me.,personalizing,wanted pay attention interrupt,3,4.143762,5.9909286,3,3.9046474,7.036518,2,-0.29524767,7.0332155
233,233,I don’t feel like I’m worth it.,"all-or-nothing thinking,magnification",dont feel like im worth,3,8.2428665,5.584531,3,7.3726525,8.092632,2,2.9847214,4.8384843
234,234,I don't matter.,"all-or-nothing thinking,labeling,negative feeling or emotion",dont matter,3,6.6861897,5.22685,3,5.7049737,7.5969515,2,2.439776,5.628288
235,235,My sister in law thinks I am worthless,"mind reading,negative feeling or emotion",sister law think worthless,3,4.4270253,6.626596,3,5.5555687,6.697007,2,0.26820815,6.252598
236,236,I hate myself and im a fat pig,comparing and despairing,hate im fat pig,3,7.6486144,5.017493,3,6.756088,7.726282,2,3.2715163,4.2532315
237,237,I was not a good enough sister,"labeling,overgeneralizing",good enough sister,3,4.461118,7.282504,3,5.6395764,6.4310746,2,0.77812123,6.126743
238,238,I'm a bad mom,labeling,im bad mom,3,4.2984653,8.242414,3,6.523364,5.164505,2,1.020441,4.9373136
239,239,He might hit me,none,might hit,3,3.2941546,6.3636518,3,3.81159,8.951328,2,1.2076801,7.805341
240,240,I am not good enough for him.,"labeling,all-or-nothing thinking,negative feeling or emotion,overgeneralizing,mind reading,personalizing,catastrophizing",good enough,3,3.1259465,6.4934382,3,7.600324,8.858842,2,1.1499612,8.302276
241,241,"I feel horrible about it, I must be a bad parent",emotional reasoning,feel horrible must bad parent,3,4.346782,8.115319,3,6.4841294,5.222788,2,0.9886818,5.012408
242,242,The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle.,mind reading,anger felt member family like refused let know beloved uncle,3,4.929179,7.3207517,3,6.017855,6.272378,2,0.9727393,6.840008
243,243,She doesn't trust me.,mind reading,doesnt trust,3,3.8693972,5.284069,3,4.4430523,6.4811487,2,-0.33691514,6.5594225
244,244,Am I not worth her time?,all-or-nothing thinking,worth time,3,3.9464016,5.0449805,3,3.9586143,6.6549425,2,-0.51591957,6.790778
245,245,I'm going to be alone,catastrophizing,im going alone,3,5.46759,4.412213,3,4.415227,7.8304954,2,2.5359936,4.880132
246,246,i was letting her down and she felt pressured by my actions,mind reading,letting felt pressured action,3,4.1179066,5.2489505,3,4.049324,6.954725,2,-0.19163166,6.4915237
247,247,"I'm busy doing something else, it's not like I haven't tried to get to that chore!","negative feeling or emotion,emotional reasoning,blaming",im busy something else like havent tried get chore,3,8.064555,8.283231,3,8.036491,9.212309,2,5.4322085,7.139563
248,248,I am ugly,labeling,ugly,3,6.504362,4.339363,3,5.4132857,7.8146653,2,3.0518687,5.513885
249,249,Having done things wrong,personalizing,done thing wrong,3,7.6930633,6.6181064,3,8.750438,9.481279,2,4.642675,6.68518
250,250,I have at least four normal days of plot work needing done in three days,"negative feeling or emotion,comparing and despairing,all-or-nothing thinking",least four normal day plot work needing done three day,3,8.127753,7.891269,3,8.055587,10.092431,2,5.7092543,7.249425
251,251,I'm not going to live up to my expectations for my future,catastrophizing,im going live expectation future,3,9.187645,7.039072,3,9.27422,10.332028,2,4.8858333,4.405088
252,252,I can't get through this,emotional reasoning,cant get,3,8.840295,7.014879,3,8.272128,7.639548,2,4.641228,4.9921494
253,253,I felt left out and singled out in the office and wondered if the person had a personal grudge against me.,"mind reading,personalizing",felt left singled office wondered person personal grudge,3,7.056435,9.482173,3,6.217212,10.320039,2,1.9734695,7.1443624
254,254,I never get what I want,overgeneralizing,never get want,3,8.02065,6.8857775,3,8.64683,9.640708,2,4.4049892,5.741893
255,255,"I felt the criticism was unfair because they didn't take into account the entire situation, especially considering how the patient was behaving towards me.",personalizing,felt criticism unfair didnt take account entire situation especially considering patient behaving towards,3,6.788191,9.362436,3,6.4322596,10.45941,2,1.9130006,7.1784744
256,256,I feel like people out there try to take advantage of me and also betray me .,mind reading,feel like people try take advantage also betray,3,6.4097075,6.2071295,3,5.970903,8.218031,2,1.7995344,6.127333
257,257,I am a bad person.,"labeling,negative feeling or emotion",bad person,3,6.94889,6.1260943,3,6.6413274,8.557552,2,1.4784858,5.044104
258,258,I might be having a serious illness,catastrophizing,might serious illness,3,9.087091,5.1393285,3,8.632383,6.9116144,2,2.4926734,3.546721
259,259,I guess he doesn't like me anymore,mind reading,guess doesnt like anymore,3,3.3252513,6.2835736,3,3.755378,8.660394,2,0.4782016,7.376467
260,260,I feel like an outcast,emotional reasoning,feel like outcast,3,6.563571,4.85047,3,5.647612,9.277901,2,1.6578504,5.073221
261,261,You hardly communicate what you need at all. How am I supposed to help?,"personalizing,blaming,negative feeling or emotion",hardly communicate need supposed help,3,6.7793584,6.3845005,3,6.560276,9.454986,2,3.7367964,6.5059857
262,262,I hate Republicans,negative feeling or emotion,hate republican,3,6.3619313,5.7359014,3,6.0929737,8.425477,2,2.3616784,5.9607506
263,263,I didn't get the job,fortune telling,didnt get job,3,8.351048,9.59036,3,8.654236,11.636836,2,6.2373857,4.881434
264,264,I am unable to do this simply damned thing.,"all-or-nothing thinking,negative feeling or emotion,labeling",unable simply damned thing,3,8.4684105,7.318514,3,8.319537,9.868099,2,4.5364933,4.802494
265,265,Why would you wait until the last minute to ask me this.,blaming,would wait last minute ask,3,7.446411,7.7615366,3,7.2411814,10.282116,2,4.589001,7.8658113
266,266,I feel unloved and unwanted by my mother and siblings,all-or-nothing thinking,feel unloved unwanted mother sibling,3,5.7149515,6.5467978,3,6.2317157,6.9506826,2,1.8500147,5.6236696
267,267,"I worked hard on these jobs, and was sure I had done well.",negative feeling or emotion,worked hard job sure done well,3,7.6414633,8.950052,3,8.116331,11.18921,2,5.7391567,6.503666
