,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean
178,178,after 30 years since I first started learning how to cook I am still ruining meals.,"disqualifying the positive,negative feeling or emotion,magnification",year since first started learning cook still ruining meal,5.752009,6.310046,7.6366134,6.048739,5.7489443,3.147171,3,9,10
179,179,I am undesirable,"labeling,negative feeling or emotion,all-or-nothing thinking,overgeneralizing",undesirable,5.614968,1.9721149,4.686416,9.352635,5.16773,6.8537097,4,2,11
180,180,I made my sister sad,"mind reading,personalizing,overgeneralizing",made sister sad,4.5211244,5.168683,4.1265626,7.680429,2.8182437,6.3988523,9,8,9
181,181,My co-worker is better than me.,"comparing and despairing,personalizing",coworker better,7.9012427,5.9762626,5.1163235,11.3245535,6.520477,7.846964,10,6,7
182,182,My parents are judging me,emotional reasoning,parent judging,5.514291,3.4465806,5.0272655,8.267622,4.349181,7.3889284,6,6,5
183,183,"what if i have nothing to say, what if we don't click anymore, what if this goes badly.",fortune telling,nothing say dont click anymore go badly,4.034041,2.819705,5.631497,9.841134,4.755295,7.650305,11,6,5
184,184,I'm going to have to endure some physical and financial pain.,catastrophizing,im going endure physical financial pain,9.888902,5.4105735,8.630866,9.404621,6.9783382,7.3896303,5,7,7
185,185,I feel guilty,emotional reasoning,feel guilty,6.663829,3.5042078,6.3262744,8.967786,4.586161,5.8229227,4,10,9
186,186,I must not have been doing a good job,negative feeling or emotion,must good job,7.1662283,5.246108,8.285344,10.747094,8.023586,5.980581,10,3,3
187,187,This work is a failure,all-or-nothing thinking,work failure,7.9912353,4.400549,7.9523544,8.734334,7.724446,5.6488137,12,1,0
188,188,I am incapable of doing anything right.,"all-or-nothing thinking,labeling",incapable anything right,7.4614563,3.345162,7.508694,9.341227,6.4055476,5.499183,12,1,0
189,189,I'm feeling sad,negative feeling or emotion,im feeling sad,7.3948183,3.015982,6.176472,8.621635,4.8617587,5.4856954,4,10,12
190,190,he didn't respect our initial commitment,negative feeling or emotion,didnt respect initial commitment,3.2350523,5.332002,2.8268569,8.40022,2.8413692,8.873505,0,4,6
191,191,"If I text my boyfriend too much, he will get bored of me.",fortune telling,text boyfriend much get bored,2.677826,4.5159802,2.8964827,8.794539,2.8130865,8.272979,0,4,6
192,192,I'm really bad at everything I do.,"all-or-nothing thinking,labeling",im really bad everything,8.522479,3.5245614,7.648235,9.102622,6.574974,5.7142215,1,1,0
193,193,He doesn't think that I'm capable of watching the kids and cleaning the kitchen at the same time.,none,doesnt think im capable watching kid cleaning kitchen time,3.1144662,5.8209257,3.1313798,7.6251082,2.5378647,8.840147,0,4,6
194,194,I thought he was cheating on me,mind reading,thought cheating,2.5548983,4.870583,2.715486,8.626717,2.7390347,8.2736225,0,4,6
195,195,I am so angry that he is such a hypocrite. He doesn't realize he is guilty of the same things he explodes about.,negative feeling or emotion,angry hypocrite doesnt realize guilty thing explodes,3.803298,5.409611,3.493727,8.178954,2.980702,8.902667,0,4,6
196,196,Never finding love,all-or-nothing thinking,never finding love,4.61463,1.764617,3.9467704,10.450631,5.4765,6.8300786,11,2,11
197,197,Am I doing enough,"negative feeling or emotion,magnification",enough,7.6687202,3.5658052,7.2959,8.840712,6.0381184,5.8972907,12,1,0
198,198,she doesnt want to share things with me,overgeneralizing,doesnt want share thing,3.3540866,3.9152915,2.510009,10.217453,1.6789236,7.0656085,7,0,4
199,199,"If I cannot control her now, I have lost her perhaps forever","overgeneralizing,catastrophizing",cannot control lost perhaps forever,3.60846,3.2737656,2.774706,10.515961,2.25565,6.9312267,7,0,4
200,200,She ruined my project,blaming,ruined project,4.1091905,3.9768927,3.283851,10.460671,1.6175369,6.686436,7,0,4
201,201,worry about a disabled family member,negative feeling or emotion,worry disabled family member,5.112036,5.13488,4.693724,6.95325,3.3721268,5.330844,9,8,12
202,202,I can't do anything right. I am a disappointment.,fortune telling,cant anything right disappointment,7.576876,3.5674539,7.5443044,8.983925,6.2757053,5.3623405,12,1,0
203,203,I'm worried about my future,fortune telling,im worried future,8.791567,3.188521,5.888726,6.6466007,3.997855,5.0948596,8,12,12
204,204,My partner will leave me if my depression doesn't go away soon.,fortune telling,partner leave depression doesnt go away soon,3.9413922,2.6026182,2.304507,9.253087,3.2236307,6.7459025,0,4,12
205,205,I get upset when people cant keep there promises. The plans he made were not that critical. Why put me in a tough bind,"blaming,personalizing,negative feeling or emotion",get upset people cant keep promise plan made critical put tough bind,3.2430565,5.3658104,2.9324176,8.224725,2.9625823,8.968985,0,4,6
206,206,He only cares about himself.,"disqualifying the positive,overgeneralizing",care,3.5849273,5.203107,3.6910572,8.363606,3.4099035,8.822583,0,4,1
207,207,I'm completely self-centered and thoughtless,all-or-nothing thinking,im completely selfcentered thoughtless,6.3212028,2.1897602,6.3013487,7.946172,4.99074,6.1230836,4,5,12
208,208,I'm self-centered,labeling,im selfcentered,6.3062916,2.1694112,6.118823,7.976232,4.8314285,6.2792506,4,5,12
209,209,I bet all my friends will be amazing at bowling apart from me,mind reading,bet friend amazing bowling apart,9.156931,3.0452392,5.281144,10.549414,5.675085,8.061657,1,6,5
210,210,My girlfriend is hiding something from me.,emotional reasoning,girlfriend hiding something,3.0247395,3.6098828,2.4080715,10.098896,2.123617,7.475582,7,0,4
211,211,This is going to cause us to break up.,catastrophizing,going cause u break,3.3931186,2.9659555,2.2446582,9.814688,2.549189,7.5297318,7,0,4
212,212,My girlfriend will leave me.,"fortune telling,catastrophizing,mind reading",girlfriend leave,3.3174372,3.0243497,2.415513,9.987284,2.4129155,7.431144,7,0,4
213,213,I'm not attractive enough.,"mind reading,personalizing",im attractive enough,4.7527857,1.5238796,4.379815,9.668674,5.3992167,6.968211,11,2,11
214,214,She didn't like me anymore.,"mind reading,negative feeling or emotion,all-or-nothing thinking,overgeneralizing,labeling,fortune telling,personalizing",didnt like anymore,3.4690723,3.5625954,3.01591,10.00114,1.9150862,7.3213387,7,0,4
215,215,Why can't I have fun? Why must I stay home all the time?,"overgeneralizing,personalizing",cant fun must stay home time,4.8435097,2.3644836,4.5319357,8.913998,5.2530794,6.111463,2,2,12
216,216,I am scared my girlfriend is going to break up with me because I dont do much for her.,all-or-nothing thinking,scared girlfriend going break dont much,3.066849,3.3723671,2.2544014,9.988683,2.3668168,7.507552,7,0,4
217,217,I am scared something bad will happen to the people I love,"catastrophizing,fortune telling",scared something bad happen people love,6.5123363,3.7262485,5.6414647,6.5477343,3.7003052,5.2998962,8,12,12
218,218,I'm scared of losing loved ones,catastrophizing,im scared losing loved one,6.6306233,3.8345823,5.4264464,6.755423,3.692926,5.3347964,8,12,12
219,219,I've been practicing but I'm not making any progress,all-or-nothing thinking,ive practicing im making progress,8.630406,3.405922,7.48272,8.715103,6.4304147,5.5983405,12,1,0
220,220,they are saying things in front of me that they don't want me to know or understand,"negative feeling or emotion,overgeneralizing",saying thing front dont want know understand,5.1942163,3.433505,5.1597104,9.83794,4.7711115,8.168151,6,6,5
221,221,I do so much around here and you are harping about the cutting board?,blaming,much around harping cutting board,5.602309,6.2842865,7.1772203,6.1184635,6.581538,5.608715,3,12,0
222,222,The thought that he does not care about me anymore.,"mind reading,overgeneralizing,catastrophizing",thought care anymore,2.8358061,5.3404317,2.7029674,8.518853,2.6816652,8.21755,0,4,6
223,223,I don't know why I keep trying. I should just give up. Surrender. Sleep forever.,catastrophizing,dont know keep trying give surrender sleep forever,8.386561,2.7089276,7.523055,8.246985,5.8014984,5.3645535,12,1,2
224,224,My husband doesn't want to spend time with me.,"mind reading,overgeneralizing",husband doesnt want spend time,3.066385,5.81059,2.6810577,8.10838,2.4683704,8.551223,0,4,6
225,225,"Worthlessness, abandonment, grief",negative feeling or emotion,worthlessness abandonment grief,6.8917117,1.8989403,6.677565,8.139956,4.278417,6.021781,2,10,12
226,226,I would not find a job,disqualifying the positive,would find job,9.507236,5.6731887,9.183955,10.107035,7.386289,7.4466953,5,7,7
227,227,What if I never see her again?,catastrophizing,never see,3.368532,3.085302,2.6786308,10.51054,2.1657052,7.281767,7,0,4
228,228,I deserve more than the other co-worker to get more responsibilities.,personalizing,deserve coworker get responsibility,7.86568,6.029167,7.5580187,11.48026,6.6437945,7.936155,10,3,7
229,229,frustration,disqualifying the positive,frustration,6.8038797,2.5888677,7.4593215,7.851653,5.904332,5.2286224,4,10,0
230,230,They are so wrong and I'm so pissed but I know I can't prove it and they will probably win because they won't ever admit it and I have to do something right NOW! or I might lose my dogs.,catastrophizing,wrong im pissed know cant prove probably win wont ever admit something right might lose dog,5.726256,4.201843,5.275989,9.677326,4.6958733,8.62885,6,6,1
231,231,I did something wrong,mind reading,something wrong,6.8175383,4.992811,7.0845194,9.667597,7.0909076,4.766119,10,9,8
232,232,I wanted her to pay attention and not interrupt me.,personalizing,wanted pay attention interrupt,3.655686,4.333983,2.6144238,9.759461,1.8300246,7.833754,7,0,4
233,233,I don’t feel like I’m worth it.,"all-or-nothing thinking,magnification",dont feel like im worth,7.453162,2.3721364,7.1077228,8.21639,5.57687,5.998896,2,10,12
234,234,I don't matter.,"all-or-nothing thinking,labeling,negative feeling or emotion",dont matter,5.9405646,2.3277347,4.557967,8.776416,4.754504,6.5192156,4,2,11
235,235,My sister in law thinks I am worthless,"mind reading,negative feeling or emotion",sister law think worthless,4.1600547,4.6634994,4.1328278,7.8177257,1.9392775,6.504378,7,8,4
236,236,I hate myself and im a fat pig,comparing and despairing,hate im fat pig,6.4840755,1.6223376,5.8159933,8.295836,4.986261,5.5314956,2,5,2
237,237,I was not a good enough sister,"labeling,overgeneralizing",good enough sister,4.6173887,5.3281336,4.14294,7.758157,2.6768453,6.2901464,9,8,9
238,238,I'm a bad mom,labeling,im bad mom,4.6698256,6.3802376,3.8111851,6.422235,2.681051,5.442824,9,8,9
239,239,He might hit me,none,might hit,2.7696655,5.1386824,3.6227736,8.775531,3.5310116,8.459444,0,4,6
240,240,I am not good enough for him.,"labeling,all-or-nothing thinking,negative feeling or emotion,overgeneralizing,mind reading,personalizing,catastrophizing",good enough,2.657427,5.2904315,3.7715402,8.629214,3.6835337,8.59274,0,4,6
241,241,"I feel horrible about it, I must be a bad parent",emotional reasoning,feel horrible must bad parent,4.584267,6.375242,3.7923408,6.4928846,2.580195,5.485706,9,8,9
242,242,The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle.,mind reading,anger felt member family like refused let know beloved uncle,4.9459476,5.232449,4.4722314,7.275329,2.705798,6.43908,9,8,6
243,243,She doesn't trust me.,mind reading,doesnt trust,3.2898574,3.6246457,2.691386,10.226412,1.6709771,7.086936,7,0,4
244,244,Am I not worth her time?,all-or-nothing thinking,worth time,3.126243,3.426033,2.4358819,10.303331,1.7170681,7.654455,7,0,4
245,245,I'm going to be alone,catastrophizing,im going alone,4.2427464,2.2806566,3.7525904,11.00531,4.8094378,6.8705373,11,2,11
246,246,i was letting her down and she felt pressured by my actions,mind reading,letting felt pressured action,3.4761739,3.5131094,2.6717403,9.841943,2.2745333,7.279651,7,0,4
247,247,"I'm busy doing something else, it's not like I haven't tried to get to that chore!","negative feeling or emotion,emotional reasoning,blaming",im busy something else like havent tried get chore,8.03216,4.8179183,7.786684,9.665919,7.755593,5.0978217,5,1,8
248,248,I am ugly,labeling,ugly,5.1708465,1.5826848,4.2908273,9.615179,5.289145,6.8005795,11,2,11
249,249,Having done things wrong,personalizing,done thing wrong,7.3272767,3.2698445,7.432302,9.352151,6.885955,5.0392838,12,1,8
250,250,I have at least four normal days of plot work needing done in three days,"negative feeling or emotion,comparing and despairing,all-or-nothing thinking",least four normal day plot work needing done three day,8.197799,4.480534,7.8249707,10.267008,8.054953,5.0325823,5,3,8
251,251,I'm not going to live up to my expectations for my future,catastrophizing,im going live expectation future,8.576304,3.2383864,8.840167,9.228977,6.630504,6.7754726,12,7,7
252,252,I can't get through this,emotional reasoning,cant get,8.492959,3.3889425,7.147336,7.531639,6.6580753,5.7645416,12,10,0
253,253,I felt left out and singled out in the office and wondered if the person had a personal grudge against me.,"mind reading,personalizing",felt left singled office wondered person personal grudge,7.5034513,6.412854,6.2282248,11.395115,6.7876787,8.574973,10,6,1
254,254,I never get what I want,overgeneralizing,never get want,7.8209233,3.2343493,7.903486,9.247728,6.5144997,5.266235,12,1,0
255,255,"I felt the criticism was unfair because they didn't take into account the entire situation, especially considering how the patient was behaving towards me.",personalizing,felt criticism unfair didnt take account entire situation especially considering patient behaving towards,7.1917253,6.3223524,6.558925,11.490466,6.776197,8.655523,10,3,1
256,256,I feel like people out there try to take advantage of me and also betray me .,mind reading,feel like people try take advantage also betray,6.0096846,3.0777886,4.7299776,8.150203,4.0896077,6.938798,4,8,12
257,257,I am a bad person.,"labeling,negative feeling or emotion",bad person,6.3605022,3.0380132,5.9207172,8.864414,4.201988,6.283084,4,10,9
258,258,I might be having a serious illness,catastrophizing,might serious illness,8.075137,1.5593334,6.2991366,6.3641253,4.2127204,4.493246,8,12,2
259,259,I guess he doesn't like me anymore,mind reading,guess doesnt like anymore,2.8701723,4.913276,3.0454855,9.036279,3.1114967,8.176172,0,4,6
260,260,I feel like an outcast,emotional reasoning,feel like outcast,5.177421,2.1847978,5.2153883,10.122445,4.618521,6.210692,11,2,12
261,261,You hardly communicate what you need at all. How am I supposed to help?,"personalizing,blaming,negative feeling or emotion",hardly communicate need supposed help,4.870286,4.471718,6.1201735,9.527901,6.274848,6.4176264,0,6,7
262,262,I hate Republicans,negative feeling or emotion,hate republican,5.547222,2.5644493,5.4138503,9.191999,4.531332,7.192195,6,2,11
263,263,I didn't get the job,fortune telling,didnt get job,8.815316,6.2315893,9.027655,10.77487,7.9900775,7.596726,5,7,7
264,264,I am unable to do this simply damned thing.,"all-or-nothing thinking,negative feeling or emotion,labeling",unable simply damned thing,8.228676,3.777614,7.7498198,9.82829,6.5068455,5.768177,12,3,0
265,265,Why would you wait until the last minute to ask me this.,blaming,would wait last minute ask,7.58302,4.7584386,7.00958,10.658136,7.9761324,4.4060836,5,3,8
266,266,I feel unloved and unwanted by my mother and siblings,all-or-nothing thinking,feel unloved unwanted mother sibling,5.628412,3.5542328,4.995588,7.841483,4.0499005,6.607941,6,2,12
267,267,"I worked hard on these jobs, and was sure I had done well.",negative feeling or emotion,worked hard job sure done well,8.026268,5.69805,8.304748,10.772229,8.281272,6.17517,10,7,3
